DRUG,DOSE,ID,OBS,TIME,TIME_UNIT,EVID,CENS,AMT,TINF,WT,UNIT,YTYPE,YNAME,MDV,STUDY,SPECIES,SEX
Vinflunine,10,5198,7.27,360,hours,0,0,.,.,0.2127,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,10,5198,7.53,480,hours,0,0,.,.,0.2127,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,10,5198,8.15,552,hours,0,0,.,.,0.2127,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,10,5199,6.59,-48,hours,0,0,.,.,0.2143,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,10,5199,6.12,72,hours,0,0,.,.,0.2143,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,10,5199,6.13,144,hours,0,0,.,.,0.2143,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,10,5199,6.48,216,hours,0,0,.,.,0.2143,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,10,5199,7.08,288,hours,0,0,.,.,0.2143,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,10,5199,7.03,360,hours,0,0,.,.,0.2143,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,10,5199,7.39,480,hours,0,0,.,.,0.2143,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,10,5199,7.77,552,hours,0,0,.,.,0.2143,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5200,6.63,-48,hours,0,0,.,.,0.1994,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5200,6.31,24,hours,0,0,.,.,0.1994,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5200,5.49,96,hours,0,0,.,.,0.1994,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5200,5.49,168,hours,0,0,.,.,0.1994,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5200,6.48,240,hours,0,0,.,.,0.1994,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5200,7.05,312,hours,0,0,.,.,0.1994,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5200,7.35,384,hours,0,0,.,.,0.1994,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5200,7.41,552,hours,0,0,.,.,0.1994,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5201,6.09,-48,hours,0,0,.,.,0.206,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5201,5.94,24,hours,0,0,.,.,0.206,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5201,5.15,96,hours,0,0,.,.,0.206,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5201,4.82,168,hours,0,0,.,.,0.206,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5201,5.35,240,hours,0,0,.,.,0.206,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5201,6.15,312,hours,0,0,.,.,0.206,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5201,6.43,384,hours,0,0,.,.,0.206,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5201,7.09,552,hours,0,0,.,.,0.206,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5202,6.93,-48,hours,0,0,.,.,0.202,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5202,6.85,24,hours,0,0,.,.,0.202,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5202,6.27,96,hours,0,0,.,.,0.202,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5202,6.28,168,hours,0,0,.,.,0.202,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5202,6.97,240,hours,0,0,.,.,0.202,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5202,7.1,312,hours,0,0,.,.,0.202,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5202,7.48,384,hours,0,0,.,.,0.202,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5202,7.8,552,hours,0,0,.,.,0.202,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5203,6.61,-48,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5203,5.82,24,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5203,6.05,96,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5203,5.63,168,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5203,6.48,240,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5203,7.16,312,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5203,6.84,384,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5203,7.45,552,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5204,6.75,-48,hours,0,0,.,.,0.2102,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5204,6.21,48,hours,0,0,.,.,0.2102,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5204,5.78,120,hours,0,0,.,.,0.2102,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5204,6.62,192,hours,0,0,.,.,0.2102,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5204,6.49,264,hours,0,0,.,.,0.2102,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5204,7.39,336,hours,0,0,.,.,0.2102,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5204,7.33,432,hours,0,0,.,.,0.2102,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5204,7.92,552,hours,0,0,.,.,0.2102,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5205,6.38,-48,hours,0,0,.,.,0.2042,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5205,6.39,48,hours,0,0,.,.,0.2042,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5205,5.8,120,hours,0,0,.,.,0.2042,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5205,6.1,192,hours,0,0,.,.,0.2042,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5205,6.17,264,hours,0,0,.,.,0.2042,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5205,6.92,336,hours,0,0,.,.,0.2042,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5205,6.93,432,hours,0,0,.,.,0.2042,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5205,7.68,552,hours,0,0,.,.,0.2042,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5206,7.08,-48,hours,0,0,.,.,0.2088,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5206,6.51,48,hours,0,0,.,.,0.2088,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5206,6.12,120,hours,0,0,.,.,0.2088,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5206,6.6,192,hours,0,0,.,.,0.2088,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5206,6.93,264,hours,0,0,.,.,0.2088,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5206,7.27,336,hours,0,0,.,.,0.2088,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5206,7.46,432,hours,0,0,.,.,0.2088,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5206,7.41,552,hours,0,0,.,.,0.2088,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5207,6.21,-48,hours,0,0,.,.,0.198,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5207,6.15,48,hours,0,0,.,.,0.198,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5207,5.45,120,hours,0,0,.,.,0.198,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5207,6.24,192,hours,0,0,.,.,0.198,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5207,6.06,264,hours,0,0,.,.,0.198,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5207,6.83,336,hours,0,0,.,.,0.198,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5207,6.71,432,hours,0,0,.,.,0.198,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5207,7.37,552,hours,0,0,.,.,0.198,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5208,6.35,-48,hours,0,0,.,.,0.1956,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5208,5.96,72,hours,0,0,.,.,0.1956,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5208,5.86,144,hours,0,0,.,.,0.1956,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5208,6.12,216,hours,0,0,.,.,0.1956,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5208,6.72,288,hours,0,0,.,.,0.1956,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5208,6.73,360,hours,0,0,.,.,0.1956,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5208,7.38,480,hours,0,0,.,.,0.1956,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5208,7.58,552,hours,0,0,.,.,0.1956,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5209,6.48,-48,hours,0,0,.,.,0.2081,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5209,6.07,72,hours,0,0,.,.,0.2081,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5209,5.75,144,hours,0,0,.,.,0.2081,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5209,5.9,216,hours,0,0,.,.,0.2081,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5209,6.5,288,hours,0,0,.,.,0.2081,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5209,7.07,360,hours,0,0,.,.,0.2081,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5209,7.41,480,hours,0,0,.,.,0.2081,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5209,7.61,552,hours,0,0,.,.,0.2081,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5210,6.52,-48,hours,0,0,.,.,0.185,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5210,6.13,72,hours,0,0,.,.,0.185,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5210,5.99,144,hours,0,0,.,.,0.185,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5210,6.43,216,hours,0,0,.,.,0.185,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5210,7.11,288,hours,0,0,.,.,0.185,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5210,7.14,360,hours,0,0,.,.,0.185,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5210,7.66,480,hours,0,0,.,.,0.185,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5210,7.13,552,hours,0,0,.,.,0.185,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5211,6.42,-48,hours,0,0,.,.,0.2166,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5211,6.21,72,hours,0,0,.,.,0.2166,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5211,5.85,144,hours,0,0,.,.,0.2166,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5211,5.64,216,hours,0,0,.,.,0.2166,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5211,6.44,288,hours,0,0,.,.,0.2166,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5211,6.77,360,hours,0,0,.,.,0.2166,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5211,7.23,480,hours,0,0,.,.,0.2166,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Vinflunine,20,5211,7.51,552,hours,0,0,.,.,0.2166,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5794,7.17,-48,hours,0,0,.,.,0.2035,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5794,6.78,24,hours,0,0,.,.,0.2035,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5794,6.91,120,hours,0,0,.,.,0.2035,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5794,5.97,168,hours,0,0,.,.,0.2035,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5794,5.8,240,hours,0,0,.,.,0.2035,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5794,6.53,312,hours,0,0,.,.,0.2035,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5794,6.86,384,hours,0,0,.,.,0.2035,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5794,7.68,552,hours,0,0,.,.,0.2035,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5795,6.72,-48,hours,0,0,.,.,0.1891,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5795,6.4,24,hours,0,0,.,.,0.1891,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5795,.,120,hours,0,0,.,.,0.1891,10^6/mcL,2,Red blood cells,1,0470-2008,Rat,Male
Topotecan,15,5795,5.67,168,hours,0,0,.,.,0.1891,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5795,5.86,240,hours,0,0,.,.,0.1891,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5795,6.69,312,hours,0,0,.,.,0.1891,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5795,6.92,384,hours,0,0,.,.,0.1891,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5795,7.77,552,hours,0,0,.,.,0.1891,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5796,6.76,-48,hours,0,0,.,.,0.1875,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5796,6.23,24,hours,0,0,.,.,0.1875,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5796,6.57,120,hours,0,0,.,.,0.1875,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5796,5.79,168,hours,0,0,.,.,0.1875,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5796,5.6,240,hours,0,0,.,.,0.1875,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5796,6.35,312,hours,0,0,.,.,0.1875,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5796,6.87,384,hours,0,0,.,.,0.1875,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5796,7.28,552,hours,0,0,.,.,0.1875,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5797,6.74,-48,hours,0,0,.,.,0.207,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5797,6.12,24,hours,0,0,.,.,0.207,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5797,5.63,120,hours,0,0,.,.,0.207,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5797,5.52,168,hours,0,0,.,.,0.207,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5797,6.63,240,hours,0,0,.,.,0.207,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5797,6.64,312,hours,0,0,.,.,0.207,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5797,6.99,384,hours,0,0,.,.,0.207,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5797,7.2,552,hours,0,0,.,.,0.207,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5798,6.85,-48,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5798,5.92,48,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5798,5.39,120,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5798,5.22,192,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5798,6.06,264,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5798,7.49,336,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5798,7.07,432,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5798,7.65,552,hours,0,0,.,.,0.199,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5799,6.88,-48,hours,0,0,.,.,0.2138,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5799,6.27,48,hours,0,0,.,.,0.2138,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5799,5.63,120,hours,0,0,.,.,0.2138,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5799,6,192,hours,0,0,.,.,0.2138,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5799,6.15,264,hours,0,0,.,.,0.2138,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5799,7.26,336,hours,0,0,.,.,0.2138,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5799,6.46,432,hours,0,0,.,.,0.2138,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5799,7.47,552,hours,0,0,.,.,0.2138,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5800,6.4,-48,hours,0,0,.,.,0.2047,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5800,6.32,48,hours,0,0,.,.,0.2047,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5800,6.05,120,hours,0,0,.,.,0.2047,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5800,5.54,192,hours,0,0,.,.,0.2047,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5800,6.17,264,hours,0,0,.,.,0.2047,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5800,6.84,336,hours,0,0,.,.,0.2047,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5800,6.94,432,hours,0,0,.,.,0.2047,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5800,7.15,552,hours,0,0,.,.,0.2047,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5801,7.42,-48,hours,0,0,.,.,0.1942,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5801,6.88,48,hours,0,0,.,.,0.1942,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5801,7.07,120,hours,0,0,.,.,0.1942,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5801,6.33,192,hours,0,0,.,.,0.1942,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5801,6.21,264,hours,0,0,.,.,0.1942,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5801,7.37,336,hours,0,0,.,.,0.1942,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5801,7.56,432,hours,0,0,.,.,0.1942,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5801,7.85,552,hours,0,0,.,.,0.1942,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5802,6.94,-48,hours,0,0,.,.,0.2178,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5802,6.96,72,hours,0,0,.,.,0.2178,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5802,5.84,144,hours,0,0,.,.,0.2178,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5802,6.13,216,hours,0,0,.,.,0.2178,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5802,6.73,288,hours,0,0,.,.,0.2178,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5802,7.24,360,hours,0,0,.,.,0.2178,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5802,7.95,480,hours,0,0,.,.,0.2178,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5802,7.67,552,hours,0,0,.,.,0.2178,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5803,6.82,-48,hours,0,0,.,.,0.1985,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5803,6.7,72,hours,0,0,.,.,0.1985,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5803,6.01,144,hours,0,0,.,.,0.1985,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5803,6.29,216,hours,0,0,.,.,0.1985,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5803,6.79,288,hours,0,0,.,.,0.1985,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5803,7.23,360,hours,0,0,.,.,0.1985,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5803,.,480,hours,0,0,.,.,0.1985,10^6/mcL,2,Red blood cells,1,0470-2008,Rat,Male
Topotecan,15,5803,7.23,552,hours,0,0,.,.,0.1985,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5804,6.84,-48,hours,0,0,.,.,0.2053,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5804,6.6,72,hours,0,0,.,.,0.2053,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5804,6.2,144,hours,0,0,.,.,0.2053,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5804,5.97,216,hours,0,0,.,.,0.2053,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5804,7.14,288,hours,0,0,.,.,0.2053,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5804,7.4,360,hours,0,0,.,.,0.2053,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5804,7.5,480,hours,0,0,.,.,0.2053,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5804,7.9,552,hours,0,0,.,.,0.2053,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5805,6.97,-48,hours,0,0,.,.,0.1934,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5805,7.09,72,hours,0,0,.,.,0.1934,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5805,6.34,144,hours,0,0,.,.,0.1934,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5805,6.02,216,hours,0,0,.,.,0.1934,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5805,6.62,288,hours,0,0,.,.,0.1934,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5805,7.15,360,hours,0,0,.,.,0.1934,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5805,7.44,480,hours,0,0,.,.,0.1934,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Topotecan,15,5805,7.79,552,hours,0,0,.,.,0.1934,10^6/mcL,2,Red blood cells,0,0470-2008,Rat,Male
Controls,0,5061,13.4,-48,hours,0,0,.,.,0.2088,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male
Controls,0,5061,13.4,24,hours,0,0,.,.,0.2088,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male
Controls,0,5061,13.6,96,hours,0,0,.,.,0.2088,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male
Controls,0,5061,13.8,168,hours,0,0,.,.,0.2088,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male
Controls,0,5061,14.4,240,hours,0,0,.,.,0.2088,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male
Controls,0,5061,14.1,312,hours,0,0,.,.,0.2088,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male
Controls,0,5061,14.8,384,hours,0,0,.,.,0.2088,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male
Controls,0,5061,15.2,552,hours,0,0,.,.,0.2088,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male
Controls,0,5062,13.1,-48,hours,0,0,.,.,0.2008,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male
Controls,0,5062,13.4,24,hours,0,0,.,.,0.2008,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male
